"id","value","label_kor","label_eng","tier","tier_cn","set_ids","set_names_ko","effect_content","image","description","level","created_at","disabled","source_url","scraped_at"
"72","pure_cloak","순백의 망토","pure_cloak","advanced","高级","mystery","신비","자신이 부여한 모든 버프의 지속시간 +30/60/100/130/160/200%","https://img.sephiria.wiki/artifacts/pure_cloak.png","마법에 따라 색이 변하는 망토.
부드러운 천으로 만들었다.","5","2025-08-11T09:45:52.537688+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"73","star_ruby","스타 루비","star_ruby","advanced","高级","lake","호수","최대 HP +10/20/33%","https://img.sephiria.wiki/artifacts/star_ruby.png","새로운 삶을 위하여.","2","2025-08-11T09:47:03.06727+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"74","star_aqua_marine","스타 아쿠아마린","star_aqua_marine","advanced","高级","lake","호수","최대 MP +10/20/33%","https://img.sephiria.wiki/artifacts/star_aqua_marine.png","장렬한 복수를 위하여.","2","2025-08-11T09:48:15.40486+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"75","single_tree_charcoal","신갈나무 숯","single_tree_charcoal","advanced","高级","yinggalbul","잉걸불","화상 공격 속도 +10/20/30/40/50%","https://img.sephiria.wiki/artifacts/single_tree_charcoal.webp","나무는 연료로, 잎은 깔창으로.","4","2025-08-11T09:49:31.49437+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"76","agbae_tree_fruit","아그배나무 열매","agbae_tree_fruit","advanced","高级","academy","아카데미","마법 가속 +6/10/14%
대시 회복 속도 +5/8/12%","https://img.sephiria.wiki/artifacts/agbae_tree_fruit.png","작고 신맛이 강해서 마법 시약의 재료로 사용한다.","2","2025-08-11T09:50:37.024653+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"77","ice_star","아이스 스타","ice_star","advanced","高级","ice_weapon","얼음무구","[고유] 얼음무구 아티팩트가 0/0/0/0/0/1회 추가 발동
얼음무구의 피해량 -0/0/0/0/0/10%
행운 +0/0/1/1/2/2","https://img.sephiria.wiki/artifacts/ice_star.png","눈 덮인 땅에서만 자란다고 전해지는 꽃.","5","2025-08-11T09:52:33.871656+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"78","sheet_music_bree","악보 '바람'","sheet_music_bree","advanced","高级","spring_song","바람노래","[고유] 근접 공격의 범위 +10/20/30/40/50% 증가","https://img.sephiria.wiki/artifacts/sheet_music_bree.png","느껴진다, 선율이. 불어온다, 하늘이.","4","2025-08-11T09:54:56.893871+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"80","obruss_blood","오브러스의 피","obruss_blood","advanced","高级","lake","호수","[고유] MP 흡수 +3/6/9/12","https://img.sephiria.wiki/artifacts/obruss_blood.png","이 피를 마시면 흐르는 물을 건널 수 없는 병에 걸린다고 한다.","3","2025-08-11T10:00:11.159405+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"82","keel_fragment","용골 파편","keel_fragment","advanced","高级","mystery","신비","<제약> 아이템이 인벤토리 가장자리에 있을 때 효과 발동
[고유] 최대 HP +5/10/15/20","https://img.sephiria.wiki/artifacts/keel_fragment.png","튼튼하고 무거워!","3","2025-08-11T10:03:44.205881+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"83","ambergris","용연향","ambergris","advanced","高级","yinggalbul","잉걸불","화염 속성 피해 +2/4/6/8/10","https://img.sephiria.wiki/artifacts/ambergris.webp","용의 타액이 굳어져 생긴 덩어리.","4","2025-08-11T10:13:18.102906+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"84","glass_hammer","유리 망치","glass_hammer","advanced","高级","firmness","견고","[고유] 최종 무기 공격력 +3/6/9/12%
최대 HP -3/6/9/12%","https://img.sephiria.wiki/artifacts/glass_hammer.png","누군가를 기린다고 쓰여 있지만 잘 보이지 않습니다.","3","2025-08-11T10:14:27.876121+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"85","silver_bracelet","은팔찌","silver_bracelet","advanced","高级","spring_song","바람노래","공격 속도 +4/8/12/16%
이동 속도 -4/6/8/10%","https://img.sephiria.wiki/artifacts/silver_bracelet.png","우리들의 유대를 위하여.
-도서관 사서 21기-","3","2025-08-11T10:15:56.082766+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"86","leafy_leather","잎새 가죽","leafy_leather","advanced","高级","extrium","먹구름","일반 공격, 대시 공격 적중 시 16.5/28.9/45.4/66% 확률로 먹구름을 즉시 1 소모 (재사용 대기시간: 1.2/0.9/0.8/0.6초)
먹구름의 추가 피해량 +2/2/3/4%","https://img.sephiria.wiki/artifacts/leafy_leather.png","알 수 없는 생명체의 가죽.
특이한 문양이 그려져 있다.","3","2025-08-11T10:19:42.840649+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"87","small_magic","작은 마법 고둥","small_magic","advanced","高级","ice_weapon","얼음무구","얼음 무구의 피해량 +3/6/10%
치명타 피해 +5/8/12%","https://img.sephiria.wiki/artifacts/small_magic.png","고둥이 원하는 때 마법을 들려준다.","2","2025-08-11T10:21:16.424139+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"88","mark_of_warrior","전사의 증표","mark_of_warrior","advanced","高级","firmness","견고","[고유] 물리 피해 +1/2/3/4/6/8
공격 속도 +5/5/5/10/10/10%","https://img.sephiria.wiki/artifacts/mark_of_warrior.png","어린 도마뱀들이 첫 사냥을 나갈 때 수여하는 특별한 증표.","5","2025-08-11T10:22:35.511185+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"89","rat_pendant","쥐 마법사의 펜던트","rat_pendant","advanced","高级","academy","아카데미","[고유] 볼트 마법이 적을 향해 유도
MP 재생 +2/5","https://img.sephiria.wiki/artifacts/rat_pendant.png","마법사임을 증명하는 목걸이.
조금씩 모양이 달라서 증명하기 힘들다.","1","2025-08-11T10:25:07.063891+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"90","pearl_powder","진주 가루","pearl_powder","advanced","高级","academy","아카데미","마법서 피해량 +8/10/12%","https://img.sephiria.wiki/artifacts/pearl_powder.png","인공적으로 만드는 데 성공했지만, 여전히 가품이 많다.","2","2025-08-11T10:26:31.02909+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"91","cold_lock","차가운 자물쇠","cold_lock","advanced","高级","","","<제약> 인벤토리 양쪽 칸이 모두 비어 있을 때 효과 발동
모든 피해 증폭 +8/12/16/20/25%","https://img.sephiria.wiki/artifacts/cold_lock.png","여닫는 것을 목적으로 만들어진 것이 아니다.","4","2025-08-11T10:27:34.679437+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"92","chakram","차크람","chakram","advanced","高级","precision","정밀","[고유] 주기적으로 주변을 공격하는 차크람 1/2/2/3/3개 발사(피해량: 15/15/22/22/30)","https://img.sephiria.wiki/artifacts/chakram.png","사탕수수 정도는 베어낼 수 있다.","4","2025-08-11T10:29:14.909237+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"94","gap","축사의 검집","gap","advanced","高级","ice_weapon","얼음무구","<제약> 아이템이 인벤토리 가장자리에 있을 때 효과 발동
[고유] 6초마다 충전, 일반 공격 시 얼음 속성 검기 발사
[피해량: 24 (24 + 얼음속성 피해 100/150/200/260/320/380/460%)]","https://img.sephiria.wiki/artifacts/gap.png","달랠 수 없는 영혼을 끌어내는 데 사용되는 검집.","6","2025-08-11T10:31:40.569593+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"95","kunai","쿠나이","kunai","advanced","高级","precision","정밀","[고유] 일반 공격 시 16.5/20.6/24.8% 확률로 쿠나이를 발사
[피해량: 10 (10+치명타 피해 20/25/30%)]","https://img.sephiria.wiki/artifacts/kunai.png","원예용으로 쓰기 참 좋지.
-켄-","2","2025-08-11T10:32:43.916675+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"96","terros_soul_powder","테로의 영혼 가루","terros_soul_powder","advanced","高级","yinggalbul|colleague","잉걸불|동료","[고유] 화염 투사체를 발사하는 해파리 소환
투사체에 적중한 적은 화상 디버프 적용","https://img.sephiria.wiki/artifacts/terros_soul_powder.png","고요 속에서 함께 춤추던 작은 나의 친구여.","5","2025-08-11T10:34:49.70871+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"97","fire_arrow","파이어 애로우","fire_arrow","advanced","高级","yinggalbul","잉걸불","[고유] 파이어 애로우 획득","https://img.sephiria.wiki/artifacts/fire_arrow.png","파이어 애로우 마법이 적혀있는 책.","2","2025-08-11T10:38:41.820426+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"98","palas_card","팔라스의 카드","palas_card","advanced","高级","spring_song","바람노래","[고유] 일반 공격 시 12% 확률로 카드를 발사
행운 1마다 발사 확률 0/0.6/1.2/1.8/2.4% 증가
[피해량: 24]","https://img.sephiria.wiki/artifacts/palas_card.png","어떻게 섞어도 스페이드가 맨 위로 올라온다.","4","2025-08-11T10:40:21.816323+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"99","blue_pearl","푸른 진주","blue_pearl","advanced","高级","","","[고유] MP 흡수 +1/2/3/4
3타일 밖의 피해를 준 적에게 침식 부여","https://img.sephiria.wiki/artifacts/blue_pearl.png","과거에 짠물이 가득하던 장소가 있었다.","3","2025-08-11T10:41:39.167614+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"100","blue_planet","푸른 행성","blue_planet","advanced","高级","planet","행성","[고유] 피해량 10/14/18/22/26/30의 물리 탄환을 발사하는 푸른 행성 소환","https://img.sephiria.wiki/artifacts/blue_planet.png","도서관에 전시되어 있던 푸른 행성 모형.
과거 하늘 밖을 보던 자들이 만들었다.","5","2025-08-11T10:42:54.747688+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"101","sky_blue_planet","하늘색 행성","sky_blue_planet","advanced","高级","planet","행성","[고유] 피해량 30/40/45/50/55/60의 번개 레이저를 발사하는 하늘색 행성 소환","https://img.sephiria.wiki/artifacts/sky_blue_planet.png","도서관에 전시되어 있던 하늘색 행성.
과거 하늘 밖을 보던 자들이 만들었다.","5","2025-08-11T10:44:13.611292+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"102","haste","헤이스트","haste","advanced","高级","spring_song","바람노래","[고유] 헤이스트 획득","https://img.sephiria.wiki/artifacts/haste.png","헤이스트 마법이 적혀있는 책.","2","2025-08-11T10:45:19.734337+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"103","helenas_staircase","헬레나의 계단 모형","helenas_staircase","advanced","高级","spring_song","바람노래","[고유] 장소 이동 시 90초간 이동 속도 10/14/18/22/26/30%, 공격 속도 10/14/18/22/26/30% 증가 버프 획득","https://img.sephiria.wiki/artifacts/helenas_staircase.png","탑을 두르는 계단이 있어야 고립되지 않을 거야.","5","2025-08-11T10:46:40.861453+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"104","fluorescence","형광 부적","fluorescence","advanced","高级","firmness","견고","[고유] 가드 성공 시 25.5초간 물리 피해 +2/4/6/8/10
검과 방패 전용","https://img.sephiria.wiki/artifacts/fluorescence.png","어두운 곳에서 빛을 내는 물질로 수호자의 염원을 담았다.","4","2025-08-11T10:47:44.790989+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"105","amber","호박석","amber","advanced","高级","mystery","신비","[고유] 피해를 입지 않은 적 공격 시 +10/20/40/80% 추가 피해","https://img.sephiria.wiki/artifacts/amber.png","빠져나오기 위해 발버둥 치는 무언가가 들어있다.","3","2025-08-11T10:49:05.09557+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"106","flame","화염 가리개","flame","advanced","高级","yinggalbul","잉걸불","[고유] 화염 속성 공격의 치명타 피해 +11/22/33% (동료 피해에도 적용)
공격 속도 +2/4/6%","https://img.sephiria.wiki/artifacts/flame.png","불꽃 밖의 어둠을 보기 위한 안대.","2","2025-08-11T10:50:21.776806+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"107","flame_sword","화염 이극검","flame_sword","advanced","高级","yinggalbul","잉걸불","화상 상태의 적이 죽을 때 폭발하여 주변 3타일 범위에 7/14/21/28/35/42 피해","https://img.sephiria.wiki/artifacts/flame_sword.png","정령의 환심을 사기 위해 비효율적으로 제작되었습니다.","5","2025-08-11T10:51:38.401914+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"108","waters","회복의 물줄기","waters","advanced","高级","","","[고유] 회복의 물줄기 획득","https://img.sephiria.wiki/artifacts/waters.png","회복의 물줄기 마법이 적혀있는 책.","0","2025-08-11T10:52:38.353117+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"109","sword_earring","검 귀고리","sword_earring","rare","稀有","precision","정밀","[고유] 치명타 피해 +10/16/24/33%
최대 MP -16/13/10/7","https://img.sephiria.wiki/artifacts/sword_earring.webp","검과 방패로 한 쌍의 귀고리가 완성된다.","3","2025-08-11T10:53:56.142625+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"110","swordsmanship_textbook","검술 교본","swordsmanship_textbook","rare","稀有","spring_song","바람노래","<제약> 인벤토리 최상단에 있을 때 효과 발동
[고유] 공격 속도 +7/14/26%","https://img.sephiria.wiki/artifacts/swordsmanship_textbook.png","'어린 동물에게 보여주지 마시오'라고 쓰여있다.","2","2025-08-11T10:55:33.833344+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"111","flag_of_encouragement","격려의 깃발","flag_of_encouragement","rare","稀有","spring_song","바람노래","[고유] 발동형 아티팩트 (재사용 대기시간: 30초)
지정 위치에 깃발을 소환, 깃발 범위 내 아군은 공격 속도가 10/20/30% 증가","https://img.sephiria.wiki/artifacts/flag_of_encouragement.png","우리는 이렇게나 강하다.","2","2025-08-11T10:57:29.467478+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"112","warning","경고 문서","warning","rare","稀有","","","[고유] 이동 속도 +4/8%","https://img.sephiria.wiki/artifacts/warning.webp","상인연합 긴급 공문: 최근 동료가 의문의 동물에게 죽임을 당한 끔찍한 일이 일어났음. [닉네임]라는 이름의 동물을 조심하기를 바람.","1","2025-08-11T11:00:53.075501+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"113","employment_sentence_coline","고용 문장 '콜린'","employment_sentence_coline","rare","稀有","colleague","동료","[고유] NPC를 동료로 영입함","https://img.sephiria.wiki/artifacts/employment_sentence_coline.png","스승님에게 받은 거야.
계약이 종료되면 자동으로 이름이 지워지게 되어 있지.
-콜린-","2","2025-08-13T09:35:30.555364+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"114","pride","교만의 금관","pride","rare","稀有","precision","정밀","[고유] 일반 공격 마지막 연격의 치명타 확률 +15/30/50/75/100%","https://img.sephiria.wiki/artifacts/pride.png","중앙의 보석에선 불길한 빛이 흘러나온다.","4","2025-08-13T09:36:48.877278+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"115","giraffe_horns","기린의 뿔","giraffe_horns","rare","稀有","magic_engineering","마법공학","[고유] 번개 속성 공격의 치명타 확률 +10/20/30% (동료 피해에도 적용)
얼음 속성 피해 -2/4/6","https://img.sephiria.wiki/artifacts/giraffe_horns.png","다른 동물을 해칠 수 없게 가죽에 덮여져 있었습니다.","2","2025-08-13T09:38:02.624596+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"116","pot_lid","냄비 뚜껑","pot_lid","rare","稀有","guardian","수호","[고유] MP 재생 +2/4/6/8/11/15
회피 +1/2/3/4/5/6
적에게 물리 치명타를 가할 때마다 '인내' 버프 획득
인내: 6초간 방어력 3 증가(최대 3중첩)","https://img.sephiria.wiki/artifacts/pot_lid.png","급할 때 방패로 사용하곤 합니다.","5","2025-08-13T09:39:45.648654+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"117","green_clothes","녹색 도복","green_clothes","rare","稀有","shadow","그림자","[고유] 회피 성공 시 전방으로 '호격권' 시전
[피해량: 70/90/120/160 (30 + 물리 피해 200/300/450/650%)]
회피 +2/3/4/5
이동 속도 +5/7/9/12%","https://img.sephiria.wiki/artifacts/green_clothes.png","지키는 자들은 녹색 옷을 입는다.","3","2025-08-13T09:42:16.48715+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"118","brain","뇌운추적 나침반","brain","legend","传说","magic_engineering","마법공학","[고유] 감전 부여 시 15/30/45/60% 확률로 강화 감전 부여
번개속성 피해 +2/4/6/8","https://img.sephiria.wiki/artifacts/brain.png","뇌운을 쫒기 위해 만들어진 공학 도구.","3","2025-08-13T09:43:46.260638+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"119","multi_use_belt","다용도 벨트","multi_use_belt","rare","稀有","mystery","신비","<제약> 인벤토리 최하단에 있을 때 효과 발동
[고유] 인벤토리 맨 윗칸에 위치한 아티팩트 하나당 아래 효과를 중복 획득
화염속성 피해 +1/1/1/2
번개속성 피해 +1/1/1/2
얼음속성 피해 +1/1/1/2","https://img.sephiria.wiki/artifacts/multi_use_belt.png","곳곳을 떠도는 여러분들의 필수 아이템!
색깔별로 구분해 쉽게 보관하세요!
-키키-","3","2025-08-13T09:45:10.634828+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"120","libra","대립의 천칭","libra","solid","结缚","yinggalbul|glacier","잉걸불|빙하","[고유] 인벤토리 왼편에선 화염 속성, 오른편에선 얼음 속성이 부여됨
부여된 속성 피해 +2/4/6/9/11/15
반대 속성 피해 +0/1/2/3/4/5","https://img.sephiria.wiki/artifacts/libra.png","절대로 균형을 맞출 수 없다.","5","2025-08-13T09:46:31.884504+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"121","lizard_sheet","도마뱀 판금 갑옷","lizard_sheet","rare","稀有","guardian","수호","[고유] 방어력 +14/16/18/21/24
이동 속도 -2/4/6/8/10%
공격 속도 -2/4/6/8/10%
마법서 가속 -2/4/6/8/10","https://img.sephiria.wiki/artifacts/lizard_sheet.png","실력 좋은 도마뱀 장인이 만든 판금 갑옷.
뛰어난 보호력을 자랑한다.","4","2025-08-13T09:47:48.838114+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"122","library_miniature","도서관 분침 미니어처","library_miniature","rare","稀有","precision","정밀","[고유] 퓨리 시 무적시간 +0.1/0.2/0.3초
단검 전용","https://img.sephiria.wiki/artifacts/library_miniature.png","한때에는 탑에 살던 모든 동물이 도서관의 종소리를 들을 수 있었다.","2","2025-08-13T09:49:29.177292+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"123","warm_stone","따뜻한 돌","warm_stone","rare","稀有","precision","정밀","<제약> 인벤토리 안쪽에 있을 때 효과 발동
[고유] 치명타 피해 +10/20/30/40%","https://img.sephiria.wiki/artifacts/warm_stone.png","따뜻하게 해 주지 않으면 원래 능력을 잃어버린다.","3","2025-08-13T09:50:52.012708+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"124","magic_glasses","마법의 안경","magic_glasses","rare","稀有","","","[고유] 최대 MP +7/14/22/30
회피 +3/6/9/12","https://img.sephiria.wiki/artifacts/magic_glasses.png","안경을 쓰면 현자 강아지가 보이게 됩니다.
도움이 되지는 않습니다.","3","2025-08-13T09:52:08.541778+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"125","magic_gem","마법의 정석","magic_gem","rare","稀有","element","원소","[고유] 가장 높은 속성 피해 +2/4/6/8/10
마법서 피해량 +3/6/9/12/15%","https://img.sephiria.wiki/artifacts/magic_gem.png","공격 마법에 대한 책.
앞페이지만 읽은 흔적이 있다.","4","2025-08-13T09:54:42.158602+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"126","model_beak","모형 부리","model_beak","rare","稀有","shadow","그림자","[고유] 물리 피해 +1/2/3/5/8
회피 +2/3/4/5/6","https://img.sephiria.wiki/artifacts/model_beak.png","겁 많은 새가 과시용으로 사용하던 것.","4","2025-08-13T09:58:21.411874+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"127","dull_drop","무뎌진 방울","dull_drop","rare","稀有","curse","저주","[고유] 직접 공격 시 +1/2/4% 확률로 기절을 가함","https://img.sephiria.wiki/artifacts/dull_drop.png","끝에 방울이 달린 칼.
의식용으로 사용되었다.","2","2025-08-13T09:59:32.33784+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"128","colorless_cube","무색 큐브","colorless_cube","rare","稀有","spring_song","바람노래","고정 피해 +1/1/2/2/3
이동 속도 +5/6/7/9/12%
공격 속도 +5/6/7/9/12%","https://img.sephiria.wiki/artifacts/colorless_cube.png","장비를 재료로 다시 분해할 때 땅바닥에 떨어지곤 합니다. 누군가는 기억의 결정이라고 부르기도 해요.","4","2025-08-13T10:01:06.639876+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"129","lightstone","번갯돌","lightstone","rare","稀有","extrium","먹구름","먹구름의 추가 피해량 +25/30/35/40/45/50/60%","https://img.sephiria.wiki/artifacts/lightstone.png","금속과 부딪히면 번개가 떨어지는 사실을 발견했지만, 위험하여 아무도 사용하지 않는다.","6","2025-08-13T10:02:14.046896+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"130","jewelry_armor","보석 갑옷","jewelry_armor","rare","稀有","academy","아카데미","[고유] 마법서의 치명타 확률 +10/20/30%
MP 재생 +4/6/8
물리 피해 -3/5/7","https://img.sephiria.wiki/artifacts/jewelry_armor.png","의식용으로 사용되던 것.
크기가 상당히 작다.","2","2025-08-13T10:13:40.496451+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"131","voluspa","볼루스파","voluspa","rare","稀有","ice_weapon","얼음무구","[고유] 전투 중 6초마다 충전됨. 충전 이후 주변에 적이 있다면 아래 효과 발동
얼음 창이 날아와 적들을 1/1/1/1/1/2회 공격
[피해량: 40/48/56/64/72/51x2 (20+얼음속성 피해 100/140/180/220/260/155%)]","https://img.sephiria.wiki/artifacts/voluspa.png","한 때 이 귀걸이는 여러가지 질문을 주었다.","5","2025-08-13T10:16:22.374181+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"132","broken_root","부서진 나무뿌리","broken_root","rare","稀有","lake","호수","[고유] 최대 MP +5/10/20/35/60","https://img.sephiria.wiki/artifacts/broken.png","부서졌음에도 마르지 않았다.","4","2025-08-13T10:17:49.359261+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"133","fire_circus","불 서커스","fire_circus","rare","稀有","yinggalbul","잉걸불","[고유] 불 서커스 획득","https://img.sephiria.wiki/artifacts/fire_circus.png","불 서커스 마법이 적혀있는 책.","3","2025-08-13T10:32:01.038012+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"134","red_thread","붉은 실뭉치","red_thread","rare","稀有","yinggalbul","잉걸불","[고유] 화상 디버프 추가 피해량 +20/40/60/80/100%","https://img.sephiria.wiki/artifacts/red_thread.png","하나의 입구. 그리고 출구.","4","2025-08-13T10:34:57.902426+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"135","freezing_bug","빙결충","freezing_bug","rare","稀有","glacier","빙하","[고유] 빙결 디버프 피해량 +10/15/20/25/30/40%","https://img.sephiria.wiki/artifacts/freezing_bug.png","만지면 정말 차가운 벌레.
조련이 가능하다.","5","2025-08-13T10:39:32.05593+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"136","pointed_bat","뾰족한 방망이","pointed_bat","rare","稀有","precision","정밀","[고유] 공격 시 10% 확률로 빗나감 발동(피해량 -20% 감소)
치명타 피해 +20/40/60%","https://img.sephiria.wiki/artifacts/pointed_bat.png","효과는 확실하지만, 휘두르는 동물의 망설임을 만든다.","2","2025-08-13T10:40:37.209325+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"137","touch_of_life","생명의 손길","touch_of_life","rare","稀有","firmness","견고","[고유] 직접 공격 시 HP 1만큼 회복
재사용 대기시간: 1초
최종 HP -55/48/40/33%","https://img.sephiria.wiki/artifacts/touch_of_life.png","얻는 것은 곧 무언가를 잃는다는 뜻이기도 하지.","3","2025-08-13T10:41:48.43736+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"138","serens_wanging_letter","세렌의 휘갈긴 편지","serens_wanging_letter","rare","稀有","guardian","수호","[고유] 전투 중 MP 40을 소모할 때마다 보호막 5/10/15 획득","https://img.sephiria.wiki/artifacts/serens_wanging_letter.png","다급함이 느껴진다.
그리고 알아볼 수 없어.","2","2025-08-13T10:42:57.584482+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"139","agma_projection_sword","아그마 투영검 190,191번","agma_projection_sword","rare","稀有","firmness","견고","[고유] 물리 피해 +2/3/4/6/8/10/12/14","https://img.sephiria.wiki/artifacts/agma_projection_sword.png","190번 째.
형체는 검과 흡사하다.
에너지는 대칭적인 형태로만 드러난다.
칼날 자체는 나타나지 않는다.
-아그마","7","2025-08-13T10:44:18.297963+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"140","academy_brigendin","아카데미 브리건딘","academy_brigendin","rare","稀有","guardian|academy","수호|아카데미","[고유] 방어력 +2/3/4/6/8/10
마법 가속 +14/18/20/24/29/35%","https://img.sephiria.wiki/artifacts/academy_brigendin.png","아카데미 경비병들이 착용하는 갑옷.","5","2025-08-13T10:45:30.515783+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"141","alfonsos_horn","알폰소의 뿔","alfonsos_horn","rare","稀有","colleague","동료","[고유] 회피 +1/2/3/4/5/6/8/10
동료가 입히는 피해량 +10/20/30/40/50/60/70/80%","https://img.sephiria.wiki/artifacts/alfonsos_horn.webp","위대한 전사의 흔적에 스러진 혼들이 몰려온다.","7","2025-08-13T10:46:49.512187+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
"142","arrow_lane","애로우 레인","arrow_lane","rare","稀有","glacier","빙하","[고유] 애로우 레인 획득","https://img.sephiria.wiki/artifacts/arrow_lane.png","애로우 레인 마법이 적혀있는 책.","3","2025-08-13T10:47:50.383886+00:00","False","https://www.sephiria.wiki/artifact","2026-08-02T10:51:21.5595648Z"
